bauer_gender,competitive_1,competitive_2,competitive_3,condition,cooperative,courageous,deontic_1,deontic_2,deontic_3,empathetic,fair,forgiving,giving,grateful,helpful,honest,humble,individualistic_1,individualistic_2,individualistic_3,just,kind,loyal,model,persona_age,persona_gender,persona_is_student,principled,prosocial_1,prosocial_2,prosocial_3,responsible,schmitt_gender,trustworthy
male,1,1,1,no_wb,4,3,5,5,5,4,4,3,4,3,4,4,4,2,2,2,4,4,3,deepseek-chat,31,female,False,5,4,4,4,5,female,4
female,2,2,2,no_wb,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,4,4,deepseek-chat,19,female,False,3,3,3,3,3,male,3
female,1,1,1,no_wb,4,3,4,4,5,4,4,3,3,3,4,4,3,2,2,2,4,4,3,deepseek-chat,37,female,False,4,3,3,3,4,male,4
female,2,2,2,no_wb,4,2,2,2,2,4,3,4,3,3,4,3,4,4,4,4,3,4,4,deepseek-chat,49,female,False,3,3,3,3,3,female,3
female,1,1,1,no_wb,4,3,4,4,4,4,4,3,3,3,4,5,4,2,2,2,4,4,3,deepseek-chat,37,female,False,4,3,3,3,4,female,4
female,1,1,2,no_wb,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,deepseek-chat,42,female,True,3,2,2,2,3,female,3
female,2,2,2,no_wb,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,deepseek-chat,18,female,True,4,3,3,3,4,male,4
female,2,3,3,no_wb,4,1,2,2,2,3,2,4,3,3,3,2,4,4,4,4,2,3,4,deepseek-chat,24,female,True,2,2,2,2,2,female,2
male,2,2,3,no_wb,4,2,1,1,1,3,2,3,3,3,3,2,3,5,5,5,2,3,5,deepseek-chat,31,female,False,2,2,2,2,2,male,2
female,1,2,2,no_wb,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,deepseek-chat,33,female,False,3,3,3,3,3,female,3
female,1,1,1,no_wb,3,3,5,5,5,3,3,3,3,3,3,3,3,2,2,2,4,3,4,deepseek-chat,38,male,False,4,4,4,4,3,male,3
female,1,1,1,no_wb,4,2,4,4,4,3,4,3,3,3,3,4,4,3,3,3,4,3,4,deepseek-chat,19,female,False,4,2,2,2,4,female,4
female,1,1,1,no_wb,4,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,4,deepseek-chat,37,female,False,3,2,2,2,3,male,3
female,1,1,1,no_wb,3,2,5,5,5,4,4,3,3,3,3,4,3,2,2,2,4,4,3,deepseek-chat,20,female,False,4,4,4,4,3,female,4
male,2,2,2,no_wb,4,3,5,5,5,4,5,3,4,4,4,5,4,3,3,3,5,4,3,deepseek-chat,27,male,False,5,4,4,4,5,female,5
female,1,1,1,no_wb,4,2,4,4,4,4,3,4,3,3,3,3,4,2,2,2,3,4,4,deepseek-chat,39,female,False,3,3,3,3,3,male,3
female,1,1,2,no_wb,5,5,5,6,6,4,6,3,4,3,5,6,4,2,3,2,6,4,4,deepseek-chat,18,female,False,6,5,4,4,6,male,5
female,1,1,2,no_wb,3,3,6,6,6,4,5,3,3,3,4,5,4,2,3,2,5,4,4,deepseek-chat,39,female,True,5,3,3,3,5,female,5
male,2,2,2,no_wb,4,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,deepseek-chat,31,female,True,3,2,2,2,3,male,3
female,1,2,2,no_wb,4,3,5,5,5,4,5,3,4,4,4,5,4,2,3,2,5,4,3,deepseek-chat,18,female,False,5,4,4,4,5,female,4
male,1,1,1,no_wb,4,2,2,2,2,3,2,3,3,3,3,2,3,4,4,4,2,3,4,deepseek-chat,18,female,True,2,2,2,2,2,male,2
female,1,1,1,no_wb,3,2,3,3,3,3,2,3,3,3,3,2,3,5,5,4,2,3,3,deepseek-chat,30,female,False,2,2,2,2,2,male,2
male,1,1,1,no_wb,4,4,5,5,5,4,5,3,3,4,4,5,4,4,4,4,5,4,4,deepseek-chat,44,male,False,5,3,3,3,5,male,4
female,1,1,2,no_wb,3,2,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,deepseek-chat,48,female,True,3,3,3,3,2,female,3
male,1,1,1,no_wb,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,deepseek-chat,37,male,False,3,2,2,2,3,female,3
male,1,1,2,no_wb,3,3,5,5,5,3,4,2,3,3,4,4,4,3,4,3,4,3,3,deepseek-chat,36,female,False,4,3,3,3,4,male,4
female,3,3,4,no_wb,3,1,2,2,2,2,1,3,2,3,1,1,3,5,5,5,1,2,4,deepseek-chat,28,female,False,1,1,1,1,2,female,1
male,1,1,2,no_wb,4,4,5,5,5,4,5,3,4,3,4,5,3,3,3,3,5,4,4,deepseek-chat,44,male,False,5,4,4,4,5,male,5
male,2,2,2,no_wb,4,3,5,5,5,4,3,4,4,4,4,3,4,3,3,3,4,4,4,deepseek-chat,18,male,False,3,4,4,4,3,female,3
male,2,3,3,no_wb,4,2,2,2,2,4,3,4,4,4,4,3,4,4,4,4,2,4,5,deepseek-chat,43,female,True,2,3,3,3,3,male,3
male,1,1,1,no_wb,4,3,5,5,5,4,5,3,4,4,4,5,4,2,2,2,5,4,4,deepseek-chat,18,female,False,5,4,4,4,5,male,5
male,1,1,1,no_wb,2,2,2,2,2,3,2,3,2,3,2,2,3,5,5,5,2,3,2,deepseek-chat,51,female,False,2,2,2,2,2,male,2
male,1,2,2,no_wb,4,4,5,5,5,4,5,3,4,3,4,5,4,3,3,3,5,4,4,deepseek-chat,29,female,True,5,4,4,4,5,female,5
female,1,1,1,no_wb,3,2,4,4,4,3,4,3,3,3,3,3,3,2,2,2,4,3,3,deepseek-chat,18,female,False,4,3,3,3,3,male,3
female,1,1,1,no_wb,4,2,5,5,5,3,2,3,3,3,3,2,4,3,3,3,2,3,4,deepseek-chat,45,female,False,2,2,2,2,2,male,2
female,1,1,1,no_wb,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,deepseek-chat,37,female,True,2,2,2,2,2,male,2
male,1,1,1,no_wb,3,2,5,6,6,4,3,3,4,3,4,3,4,2,2,2,3,4,2,deepseek-chat,47,female,False,3,5,4,4,3,male,3
female,1,1,1,no_wb,4,1,1,1,1,3,2,4,3,3,3,2,3,3,3,3,2,3,3,deepseek-chat,18,female,False,2,2,2,2,2,female,2
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,47,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,3,2,6,4,4,deepseek-chat,19,male,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,5,6,6,6,6,5,6,3,4,4,5,6,5,1,1,1,6,5,4,deepseek-chat,29,female,True,6,6,6,6,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,28,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,5,5,6,4,6,2,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,27,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,49,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,5,6,6,6,6,4,6,3,4,4,5,6,4,2,2,1,6,4,5,deepseek-chat,32,male,True,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,18,female,False,6,5,5,5,6,male,5
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,21,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,5,6,4,6,3,4,3,5,6,4,1,2,1,6,4,4,deepseek-chat,21,female,False,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,5,deepseek-chat,29,male,True,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,5,5,6,6,3,6,2,3,3,5,6,4,2,2,2,6,4,3,deepseek-chat,35,female,False,6,4,5,4,6,female,5
male,2,2,2,internal_wb,4,5,5,5,5,3,5,3,3,3,4,5,3,2,3,3,5,4,4,deepseek-chat,18,male,False,5,5,4,4,5,male,5
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,1,2,2,6,4,4,deepseek-chat,36,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,18,female,True,6,5,4,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,18,male,False,6,5,5,5,5,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,40,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,1,1,1,6,4,3,deepseek-chat,46,female,False,6,5,5,5,6,male,6
male,1,1,2,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,47,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,5,2,2,2,6,5,4,deepseek-chat,24,female,True,6,5,5,5,6,male,6
female,1,1,2,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,3,2,6,4,3,deepseek-chat,41,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,37,male,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,30,male,True,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,5,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,30,female,False,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,5,5,5,6,3,5,2,3,3,4,6,4,1,2,2,5,3,4,deepseek-chat,41,female,False,6,5,5,5,6,female,5
male,1,1,1,internal_wb,4,5,6,5,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,25,female,True,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,31,male,False,6,5,5,5,6,male,6
female,1,1,2,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,1,6,4,4,deepseek-chat,35,male,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,5,5,6,6,6,4,6,3,4,3,5,6,4,1,1,1,6,4,3,deepseek-chat,23,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,5,1,1,1,6,4,4,deepseek-chat,46,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,5,6,3,4,4,5,6,5,1,1,1,6,5,3,deepseek-chat,22,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,1,2,1,6,4,3,deepseek-chat,36,female,True,6,5,5,5,6,male,6
female,1,2,2,internal_wb,4,5,6,6,6,4,6,3,3,3,4,6,4,2,2,2,6,4,4,deepseek-chat,36,male,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,5,5,5,4,5,3,3,4,4,6,4,2,2,2,5,4,3,deepseek-chat,36,female,True,6,4,4,4,6,male,5
male,2,1,1,internal_wb,4,5,5,5,5,4,6,3,3,3,5,6,4,2,2,3,6,4,3,deepseek-chat,31,male,False,6,6,6,6,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,44,female,False,6,5,5,5,6,male,6
male,1,2,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,1,1,1,6,4,3,deepseek-chat,48,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,5,6,6,4,5,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,24,female,True,6,5,4,5,6,male,6
female,1,1,2,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,1,1,1,6,4,4,deepseek-chat,36,male,False,6,6,5,5,6,male,6
male,1,2,2,internal_wb,4,5,5,5,5,4,5,3,4,4,5,5,4,2,2,2,5,4,4,deepseek-chat,47,male,False,5,5,5,5,5,male,5
male,1,1,1,internal_wb,4,5,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,46,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,49,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,5,5,5,4,5,3,4,4,5,5,4,2,2,2,5,4,4,deepseek-chat,25,female,False,5,5,5,5,5,female,5
female,1,1,1,internal_wb,4,5,5,5,5,4,5,3,4,3,4,5,4,2,2,2,5,4,3,deepseek-chat,18,female,False,5,4,4,4,5,female,5
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,1,1,1,6,4,4,deepseek-chat,40,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,1,2,1,6,4,4,deepseek-chat,22,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,5,6,3,4,4,5,6,5,1,2,2,6,5,4,deepseek-chat,18,female,False,6,5,5,5,6,female,6
male,1,2,1,internal_wb,4,5,6,5,6,4,6,3,4,3,5,6,3,2,3,2,6,4,4,deepseek-chat,35,male,True,6,5,4,4,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,39,male,True,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,42,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,39,female,True,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,5,5,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,26,male,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,5,4,deepseek-chat,43,male,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,18,male,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,5,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,36,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,25,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,6,4,5,4,4,4,5,6,4,1,1,1,6,4,3,deepseek-chat,40,female,False,6,5,5,5,6,female,6
male,1,2,2,internal_wb,4,5,5,5,6,4,5,3,4,3,5,6,4,2,3,2,6,4,4,deepseek-chat,51,female,False,6,5,5,5,5,male,5
male,1,2,2,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,59,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,42,female,True,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,33,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,3,4,5,6,4,2,2,2,6,4,3,deepseek-chat,52,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,5,3,4,3,5,6,4,2,2,2,5,4,4,deepseek-chat,35,female,False,6,5,5,5,6,male,5
female,1,1,1,internal_wb,4,5,5,6,6,4,6,2,3,3,5,6,4,1,2,2,6,4,3,deepseek-chat,37,male,False,6,5,4,4,6,female,5
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,18,female,True,6,5,5,5,6,male,6
male,2,1,2,internal_wb,4,5,5,5,5,4,5,3,4,3,4,5,4,3,3,3,5,4,4,deepseek-chat,44,female,True,5,4,4,4,5,female,5
female,1,1,1,internal_wb,4,6,6,6,6,4,6,2,4,3,5,6,5,1,2,1,6,4,3,deepseek-chat,22,female,False,6,5,5,5,6,female,6
male,2,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,3,3,2,6,4,4,deepseek-chat,37,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,22,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,5,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,42,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,5,4,5,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,45,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,5,5,6,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,34,male,False,6,5,5,5,5,male,6
male,1,1,1,internal_wb,4,5,5,5,5,4,6,2,3,3,4,6,4,2,2,2,6,4,3,deepseek-chat,29,female,False,6,4,4,4,6,female,5
male,1,1,2,internal_wb,3,5,5,5,5,3,5,2,3,3,4,5,4,2,2,2,5,3,3,deepseek-chat,34,female,False,5,4,4,4,5,male,5
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,3,3,5,6,4,2,2,2,6,4,4,deepseek-chat,49,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,20,male,True,6,5,5,5,6,female,6
female,1,1,2,internal_wb,3,5,5,5,5,3,5,2,3,3,4,6,4,2,2,2,5,4,3,deepseek-chat,49,male,True,5,4,4,4,5,male,5
male,1,1,1,internal_wb,5,6,6,6,6,5,6,3,4,4,5,6,4,2,2,2,6,5,4,deepseek-chat,44,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,5,5,5,5,4,6,3,4,3,4,6,4,2,2,2,6,4,4,deepseek-chat,57,male,True,6,4,4,4,6,female,5
female,1,1,1,internal_wb,4,6,6,6,6,5,6,3,5,4,6,6,4,2,2,2,6,5,4,deepseek-chat,41,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,5,4,6,3,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,54,female,True,6,4,4,4,6,male,5
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,5,deepseek-chat,53,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,43,female,False,6,5,5,5,6,male,5
male,1,1,1,internal_wb,4,5,6,5,6,4,5,2,3,3,4,6,3,2,2,2,5,4,3,deepseek-chat,31,male,False,6,5,5,5,6,male,5
female,1,1,1,internal_wb,4,6,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,3,deepseek-chat,29,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,37,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,2,4,3,5,6,4,1,1,1,6,4,3,deepseek-chat,37,male,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,26,male,False,6,5,5,5,6,female,6
male,1,2,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,2,3,3,6,4,3,deepseek-chat,29,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,44,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,1,2,2,6,4,4,deepseek-chat,20,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,5,6,6,6,6,4,6,3,4,4,5,6,4,1,2,2,6,4,5,deepseek-chat,43,female,False,6,5,5,5,6,male,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,36,male,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,5,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,41,male,False,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,26,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,1,6,4,4,deepseek-chat,46,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,5,6,6,5,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,42,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,50,female,True,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,5,6,6,6,5,6,4,4,4,5,6,4,2,2,2,6,4,5,deepseek-chat,37,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,5,6,6,6,6,4,6,3,3,3,5,6,4,1,1,1,6,4,2,deepseek-chat,36,female,True,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,5,4,deepseek-chat,18,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,5,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,42,female,False,6,5,5,5,6,female,5
female,1,1,1,internal_wb,4,6,5,5,6,4,6,3,4,4,5,6,4,2,2,2,6,4,4,deepseek-chat,18,female,False,6,5,5,5,6,female,6
female,1,1,2,internal_wb,4,5,5,5,5,4,5,3,4,4,5,5,4,2,2,2,5,4,4,deepseek-chat,50,female,True,5,5,5,5,5,female,5
male,1,1,1,internal_wb,5,5,6,6,6,4,6,3,4,4,5,6,4,3,3,2,6,4,5,deepseek-chat,44,female,True,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,5,5,5,5,4,5,3,4,3,4,5,4,2,2,2,5,4,3,deepseek-chat,27,female,False,5,4,4,4,5,female,5
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,1,2,1,6,4,3,deepseek-chat,29,female,False,6,5,5,5,6,male,6
male,1,1,2,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,40,male,False,6,5,5,5,6,male,6
female,1,2,2,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,3,3,3,6,4,4,deepseek-chat,42,female,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,5,6,5,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,34,female,False,6,5,5,5,6,female,6
male,1,1,2,internal_wb,4,5,5,5,6,4,6,2,4,3,5,6,3,3,3,3,6,4,3,deepseek-chat,35,male,False,6,5,5,4,6,female,6
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,1,2,2,6,4,3,deepseek-chat,53,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,2,4,3,5,6,4,2,2,2,6,4,2,deepseek-chat,41,male,False,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,32,female,False,6,5,5,5,6,male,6
female,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,53,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,28,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,5,6,6,6,6,5,6,3,4,4,5,6,4,2,3,2,6,5,5,deepseek-chat,18,female,True,6,5,5,5,6,female,6
male,1,1,1,internal_wb,5,6,6,6,6,4,6,3,4,3,5,6,4,2,2,2,6,4,4,deepseek-chat,31,female,True,6,5,5,5,6,female,6
female,1,1,1,internal_wb,4,6,6,6,6,3,6,3,3,3,5,6,4,1,1,1,5,4,2,deepseek-chat,29,female,True,6,5,5,5,6,female,5
male,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,3,5,6,4,1,1,1,6,4,3,deepseek-chat,24,female,False,6,5,5,5,6,female,6
male,1,1,1,internal_wb,4,5,5,5,5,3,5,2,3,3,4,5,3,2,2,2,5,4,3,deepseek-chat,37,female,False,5,4,4,4,5,female,5
female,1,1,1,internal_wb,4,5,6,6,6,4,6,3,4,4,5,6,4,2,2,2,6,4,3,deepseek-chat,24,male,False,6,5,5,5,6,male,6
